"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","RDataClass","DispatchClass","Location_Prefix","RDataPath","Tags","Maintainer"
"ENCODE rE2G heart_right_ventricle_ENCFF804CGF","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/heart_right_ventricle_ENCFF804CGF_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G left_ventricle_myocardium_superior_ENCFF786MNC","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/left_ventricle_myocardium_superior_ENCFF786MNC_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G right_lobe_of_liver_ENCFF038MLV","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/right_lobe_of_liver_ENCFF038MLV_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G adipocyte_ENCFF983NQN","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/adipocyte_ENCFF983NQN_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G colonic_mucosa_ENCFF190CKF","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/colonic_mucosa_ENCFF190CKF_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G adrenal_gland_ENCFF964MSN","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/adrenal_gland_ENCFF964MSN_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G embryonic_facial_prominence_ENCFF570XUA","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/embryonic_facial_prominence_ENCFF570XUA_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G brain_ENCFF194CBN","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/brain_ENCFF194CBN_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G prostate_gland_ENCFF213ARV","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/prostate_gland_ENCFF213ARV_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G putamen_ENCFF090JAO","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/putamen_ENCFF090JAO_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G coronary_artery_ENCFF664MWL","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/coronary_artery_ENCFF664MWL_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G cardiac_septum_ENCFF562XDF","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/cardiac_septum_ENCFF562XDF_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G left_lung_ENCFF274BVR","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/left_lung_ENCFF274BVR_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G spleen_ENCFF129XRL","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/spleen_ENCFF129XRL_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G astrocyte_ENCFF405VJJ","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/astrocyte_ENCFF405VJJ_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G left_renal_cortex_interstitium_ENCFF346PHP","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/left_renal_cortex_interstitium_ENCFF346PHP_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G chorion_ENCFF600THT","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/chorion_ENCFF600THT_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G esophagus_muscularis_mucosa_ENCFF494PYG","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/esophagus_muscularis_mucosa_ENCFF494PYG_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G astrocyte_of_the_spinal_cord_ENCFF852GRD","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/astrocyte_of_the_spinal_cord_ENCFF852GRD_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G right_renal_pelvis_ENCFF791MDC","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/right_renal_pelvis_ENCFF791MDC_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G aorta_ENCFF323JSP","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/aorta_ENCFF323JSP_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G astrocyte_of_the_hippocampus_ENCFF836VJL","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/astrocyte_of_the_hippocampus_ENCFF836VJL_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G astrocyte_of_the_cerebellum_ENCFF402NLK","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/astrocyte_of_the_cerebellum_ENCFF402NLK_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G heart_ENCFF838PJZ","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/heart_ENCFF838PJZ_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G omental_fat_pad_ENCFF391FUT","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/omental_fat_pad_ENCFF391FUT_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G heart_left_ventricle_ENCFF695YYV","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/heart_left_ventricle_ENCFF695YYV_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G left_lobe_of_liver_ENCFF059DHV","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/left_lobe_of_liver_ENCFF059DHV_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G caudate_nucleus_ENCFF144YGI","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/caudate_nucleus_ENCFF144YGI_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G frontal_cortex_ENCFF437OYX","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/frontal_cortex_ENCFF437OYX_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G lower_lobe_of_right_lung_ENCFF118WPB","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/lower_lobe_of_right_lung_ENCFF118WPB_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G pancreas_ENCFF808GUC","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/pancreas_ENCFF808GUC_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G right_forelimb_ENCFF504RSY","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/right_forelimb_ENCFF504RSY_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G inferior_parietal_cortex_ENCFF409GJA","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/inferior_parietal_cortex_ENCFF409GJA_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G large_intestine_ENCFF376YZH","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/large_intestine_ENCFF376YZH_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G left_renal_pelvis_ENCFF248AYT","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/left_renal_pelvis_ENCFF248AYT_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G hepatocyte_ENCFF349EGK","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/hepatocyte_ENCFF349EGK_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G kidney_ENCFF122CVV","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/kidney_ENCFF122CVV_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G posterior_vena_cava_ENCFF151KHP","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/posterior_vena_cava_ENCFF151KHP_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G left_kidney_ENCFF406LKQ","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/left_kidney_ENCFF406LKQ_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G left_forelimb_ENCFF802ONL","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/left_forelimb_ENCFF802ONL_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G liver_ENCFF216HEG","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/liver_ENCFF216HEG_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G limb_ENCFF302WSW","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/limb_ENCFF302WSW_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G renal_cortex_interstitium_ENCFF511RHR","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/renal_cortex_interstitium_ENCFF511RHR_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G lower_lobe_of_left_lung_ENCFF551IUW","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/lower_lobe_of_left_lung_ENCFF551IUW_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G lower_lobe_of_left_lung_ENCFF986LPQ","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/lower_lobe_of_left_lung_ENCFF986LPQ_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G umbilical_cord_ENCFF559QSU","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/umbilical_cord_ENCFF559QSU_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G lung_ENCFF941LWH","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/lung_ENCFF941LWH_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G pons_ENCFF238EQU","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/pons_ENCFF238EQU_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G middle_frontal_gyrus_ENCFF070GQQ","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/middle_frontal_gyrus_ENCFF070GQQ_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G mucosa_of_gallbladder_ENCFF800DLH","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/mucosa_of_gallbladder_ENCFF800DLH_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G placenta_ENCFF647NCT","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/placenta_ENCFF647NCT_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G right_renal_cortex_interstitium_ENCFF377NXK","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/right_renal_cortex_interstitium_ENCFF377NXK_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G occipital_lobe_ENCFF772OHY","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/occipital_lobe_ENCFF772OHY_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G right_atrium_auricular_region_ENCFF387KDH","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/right_atrium_auricular_region_ENCFF387KDH_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G Right_ventricle_myocardium_inferior_ENCFF616RIA","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/Right_ventricle_myocardium_inferior_ENCFF616RIA_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G posterior_cingulate_gyrus_ENCFF585SUZ","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/posterior_cingulate_gyrus_ENCFF585SUZ_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G ovary_ENCFF149LCX","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/ovary_ENCFF149LCX_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G retina_ENCFF950UYM","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/retina_ENCFF950UYM_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G thymus_ENCFF410AZP","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/thymus_ENCFF410AZP_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G tibial_artery_ENCFF580GGN","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/tibial_artery_ENCFF580GGN_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G right_hindlimb_ENCFF786ZXI","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/right_hindlimb_ENCFF786ZXI_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G stomach_ENCFF993SSX","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/stomach_ENCFF993SSX_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G renal_pelvis_ENCFF668AXK","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/renal_pelvis_ENCFF668AXK_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G right_lung_ENCFF834LTN","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/right_lung_ENCFF834LTN_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G transverse_colon_ENCFF194QZX","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/transverse_colon_ENCFF194QZX_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G sciatic_nerve_ENCFF975GIV","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17192067","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17192067/sciatic_nerve_ENCFF975GIV_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
